id,original_title,genres_id,vote_average
72570,The Vow,"18, 10749",7.244
1388442,Home,,0.0
964980,Air,"18, 36",7.3
454,Romeo + Juliet,"18, 10749",6.788
116776,ドラゴンボール 魔訶不思議大冒険,"28, 16",6.718
258509,Alvin and the Chipmunks: The Road Chip,"10751, 12, 35, 10402, 16",6.0
991610,Invasie,"28, 18, 53",4.3
9475,Scent of a Woman,"18, 35",7.788
642885,Hocus Pocus 2,"14, 35, 10751",7.21
614409,To All the Boys: Always and Forever,"10749, 35, 18",7.5
154400,The Drop,"18, 80",6.79
957,Spaceballs,"35, 878",6.837
820232,鬼滅の刃 兄妹の絆,"16, 28, 14, 53",7.877
524,Casino,"80, 18",7.997
7518,Over the Hedge,"10751, 35, 16",6.6
872906,जवान,"28, 80, 53",7.1
1735,The Mummy: Tomb of the Dragon Emperor,"12, 28, 14",5.494
1247538,Azken erromantikoak,18,7.0
974931,Totally Killer,"27, 35, 878",6.836
41630,No Strings Attached,"35, 10749",6.297
369390,Cherry,"10749, 35",4.5
10068,Nine 1/2 Weeks,"18, 10749",6.1
215,Saw II,27,6.594
14128,Cinderella II: Dreams Come True,"10751, 16, 10749, 14",6.1
1025596,Blood for Dust,"28, 80, 53",5.9
4824,The Jackal,"28, 53, 12, 80",6.377
33,Unforgiven,37,7.913
497582,Enola Holmes,"12, 9648, 80",7.257
930564,Saltburn,"18, 35, 53",6.991
945675,一周的朋友,18,5.894
45269,The King's Speech,"18, 36",7.735
959604,L'Amour ouf,"80, 18, 10749",7.3
329540,The Marine 4: Moving Target,28,6.3
740903,The Unhealer,"14, 53, 27",6.055
340382,進撃の巨人 ATTACK ON TITAN エンド オブ ザ ワールド,"27, 878, 28",6.1
573531,Halo Legends,"16, 10752, 28, 878",7.3
682507,Where the Crawdads Sing,"18, 9648, 10749",7.6
8643,The Exorcism of Emily Rose,"80, 18, 27, 53",6.591
40339,Casa privata per le SS,"18, 10752, 36, 27",5.4
1207830,Gracie & Pedro: Pets to the Rescue,"16, 12, 35, 10751",6.5
1211472,September 5,"53, 18, 36",7.023
222935,The Fault in Our Stars,"10749, 18",7.599
222935,The Fault in Our Stars,"10749, 18",7.599
1190868,V/H/S/Beyond,"27, 878, 53",6.7
555604,Guillermo del Toro's Pinocchio,"16, 14, 18, 12, 10751, 10402",8.062
23398,Alvin and the Chipmunks: The Squeakquel,"35, 10751, 16, 14, 10402",5.6
963780,The Wanderer,18,0.0
189,Sin City: A Dame to Kill For,"80, 28, 53",6.391
1308757,Dead Sea,"80, 27, 53",6.466
1154864,Malditas,"27, 28, 18",6.306
994108,All of Us Strangers,"10749, 18, 14",7.469
1305194,Mi prima la sexóloga 2 (de la fantasía a la realidad),"35, 18",6.9
1421198,Sponsor,18,10.0
1584,School of Rock,"35, 10402",7.081
636706,Spaceman,"878, 12, 18",6.7
14199,The Adventures of Sharkboy and Lavagirl,"12, 10751, 878",5.18
758679,Mothers' Instinct,"53, 18",6.904
1262725,Milano,18,6.25
206563,Trash,"12, 80, 18, 53",7.082
324849,The Lego Batman Movie,"16, 28, 35, 10751",7.224
1317218,Mr. Crocket,27,5.1
1429299,Contigo en el futuro,"35, 10749",7.8
59436,Midnight in Paris,"14, 35, 10749",7.5
296098,Bridge of Spies,"53, 18",7.234
412092,엄마친구 2,10749,5.885
943542,Stealing Lust,10749,5.0
77877,The Lucky One,"18, 10749",7.2
935271,After the Pandemic,"878, 28",5.119
8009,Highlander,"12, 28, 14",6.873
49797,악마를 보았다,"53, 27",7.794
8916,Antz,"10751, 16, 12, 35",6.167
2978,Ghostbusters II,"35, 14",6.581
296099,Vacation,35,6.31
588,Silent Hill,"27, 9648",6.579
469722,Trauma,"27, 53, 18",5.6
1000866,En fanfare,"35, 18",7.433
4561,Histoire d'O,18,5.6
1363381,Petaka Gunung Gede,"12, 27, 18",5.7
417320,Descendants 2,"10751, 14, 10770, 12, 10402",7.3
3049,Ace Ventura: Pet Detective,"35, 9648, 80, 12",6.566
945729,A Haunting in Venice,"9648, 53, 80",6.6
456173,Minecraft: Through the Nether Portal,99,4.0
845783,Baghead,27,6.5
340382,進撃の巨人 ATTACK ON TITAN エンド オブ ザ ワールド,"27, 878, 28",6.1
49049,Dredd,"28, 878",6.84
943542,Stealing Lust,10749,5.0
296098,Bridge of Spies,"53, 18",7.234
384521,The Cloverfield Paradox,"27, 878, 53",5.616
1094844,Ape vs Mecha Ape,"28, 878",5.826
163,Ocean's Twelve,"53, 80",6.564
109424,Captain Phillips,"28, 18, 53",7.54
1024127,King of Killers,"28, 53",6.35
1280768,No Time to Spy: A Loud House Movie,"16, 28, 12, 35, 10751",7.0
1075334,The Girl Who Escaped: The Kara Robinson Story,"53, 18, 80, 10770",7.2
9506,Anger Management,35,6.148
11153,National Lampoon's Vacation,"35, 12",7.104
996154,Black Lotus,"28, 80, 9648, 53",6.5
1393382,Popeye's Revenge,27,5.1
458897,Charlie's Angels,"28, 12, 35",6.413
9341,The Core,"878, 12, 53",5.814
646,Dr. No,"12, 28, 53",6.985
9040,Serpico,"80, 18",7.533
1581,The Holiday,"35, 10749",7.092
338970,Tomb Raider,"28, 12, 14",6.4
1223275,Myth of Man,878,5.0
11283,Nanny McPhee,"14, 35, 10751",6.7
60898,聊齋艷譚,"14, 18, 27",6.2
9679,Gone in Sixty Seconds,"28, 80, 53",6.433
172385,Rio 2,"16, 12, 35, 10751",6.5
949716,விடாமுயற்சி,"28, 53, 18",6.1
554600,Uri: The Surgical Strike,"28, 18, 10752",7.0
49040,The Bourne Legacy,"28, 53",6.229
1241742,EKS,18,3.7
166424,Fantastic Four,"28, 12, 878",4.422
1045938,G20,"28, 53, 18",0.0
88751,Journey to the Center of the Earth,"28, 878, 12, 35, 10751",6.075
1443,The Virgin Suicides,18,7.121
222935,The Fault in Our Stars,"10749, 18",7.599
82654,Warm Bodies,"27, 35, 10749",6.5
44264,True Grit,"18, 12, 37",7.305
618588,Arthur the King,"12, 18",7.6
499771,Dystopia,53,0.0
419116,러시아 엄마,"18, 10749",5.2
672322,るろうに剣心 最終章 The Beginning,"28, 12, 18, 10749",7.677
638974,Murder Mystery 2,"9648, 35, 80",6.426
628900,The Contractor,"28, 53",6.361
9801,Bridget Jones: The Edge of Reason,"35, 10749",6.2
477447,劇場版総集編 オーバーロード 不死者の王【前編】,"16, 28, 12, 14",7.4
173129,金瓶風月,"18, 10749",6.711
132232,Mama,27,6.273
1224993,검은 수녀들,"53, 27, 9648, 18",5.942
587,Big Fish,"12, 14, 18",7.76
138697,Don Jon,"10749, 35, 18",6.012
256274,"As Above, So Below","27, 53",6.711
25475,Tinker Bell and the Lost Treasure,"16, 10751, 12, 14",6.785
17379,Last Holiday,"12, 35, 18",7.2
879,Hook,"12, 14, 35, 10751",6.836
9739,Demolition Man,"80, 28, 878",6.733
228161,Home,"14, 35, 16, 878, 10751",6.79
710,GoldenEye,"12, 28, 53",6.888
1280941,Il ragazzo dai pantaloni rosa,18,7.148
525,The Blues Brothers,"10402, 35, 28, 80",7.724
1022690,Ricky Stanicky,35,6.5
804150,Cocaine Bear,"53, 35, 80",6.033
3981,What Women Want,"35, 10749",6.4
1151031,Bring Her Back,27,0.0
479718,범죄도시,"28, 80, 53",7.674
1139106,We Are Zombies,"27, 35, 53",5.8
461053,S.W.A.T.: Under Siege,"28, 80, 53",5.847
911835,숙모,10749,8.0
15157,Another Cinderella Story,"35, 10402",7.1
8914,Deep Blue Sea,"28, 27, 878",6.0
922806,空色ユーティリティ,"16, 35",4.6
82700,After Earth,"878, 28, 12",5.183
119283,Parker,"28, 80",6.055
7443,Chicken Run,"16, 35, 10751",6.8
35552,Les Aventures extraordinaires d'Adèle Blanc-Sec,"14, 12, 28, 9648",6.225
1024721,Monolith,"27, 9648, 878, 53",6.112
497828,Triangle of Sadness,"35, 18",7.064
136400,2 Guns,"28, 35, 80",6.539
406,La Haine,18,8.09
649609,Renfield,"35, 27",6.497
1211472,September 5,"53, 18, 36",7.0
274167,Daddy's Home,35,6.284
399361,Triple Frontier,"28, 53, 80, 12",6.317
239,Some Like It Hot,"35, 10749, 80",8.094
258509,Alvin and the Chipmunks: The Road Chip,"10751, 12, 35, 10402, 16",6.0
583083,The Kissing Booth 2,"35, 10749",7.636
525,The Blues Brothers,"10402, 35, 28, 80",7.724
578149,Better Gay Sex,,2.0
1198208,வீர தீர சூரன்: பாகம் 2,"28, 80, 18, 53",7.4
1117027,Cassino in Ischia,"35, 28",4.9
1115623,The Last Kumite,"28, 53",6.839
959604,L'Amour ouf,"80, 18, 10749",7.289
729165,Out of Exile,"53, 18, 28, 80",6.333
206563,Trash,"12, 80, 18, 53",7.082
1310906,Butas,"18, 53",5.2
11824,Teen Wolf,"35, 14, 10749",6.2
10661,You Don't Mess with the Zohan,"35, 28",5.7
796499,Army of Thieves,"28, 80, 35",6.832
13207,Friday the 13th,"27, 53",5.745
12244,9,"28, 12, 16, 878, 53",6.926
555604,Guillermo del Toro's Pinocchio,"16, 14, 18, 12, 10751, 10402",8.062
458305,Vivarium,"878, 53, 9648, 27",6.062
18095,ドラゴンボールＧＴ 悟空外伝！ 勇気の証しは四星球,"12, 28, 16, 878",6.7
1154215,Elyas,"28, 53",6.2
839369,May December,18,6.609
819,Sleepers,"80, 18, 53",7.6
641,Requiem for a Dream,"80, 18",8.015
812037,L'été dernier,18,5.96
1421198,Sponsor,18,10.0
10999,Commando,"28, 12, 53",6.693
758679,Mothers' Instinct,"53, 18",6.904
1262725,Milano,18,6.25
794,The Omen,"27, 53",7.408
206563,Trash,"12, 80, 18, 53",7.082
34584,Die unendliche Geschichte,"12, 14, 10751, 18",7.199
616820,Halloween Ends,"27, 53",6.071
11253,Hellboy II: The Golden Army,"14, 12, 28, 27, 878",6.759
1025463,Biônicos,"878, 28, 12",5.997
44683,Tinker Bell and the Great Fairy Rescue,"16, 12, 10751, 14",6.7
994108,All of Us Strangers,"10749, 18, 14",7.469
8065,21,"18, 80",6.688
168530,Ride Along,"28, 35",6.26
44115,127 Hours,"12, 18, 53",7.081
10734,Escape from Alcatraz,"18, 53",7.51
329996,Dumbo,"10751, 14, 12",6.604
82695,Les Misérables,"36, 18",7.32
9478,Harte Jungs,"35, 10749",5.0
9366,Donnie Brasco,"80, 18, 53",7.536
52520,Underworld: Awakening,"14, 28, 27",6.3
1154864,Malditas,"27, 28, 18",6.306
1261501,Ad Vitam,"53, 18, 80, 28",6.279
8247,Jumper,"28, 12, 878",6.151
704673,Trigger Warning,28,5.7
648579,The Unbearable Weight of Massive Talent,"28, 35, 80",6.799
511642,여자 하숙집 2,"10749, 18",3.0
10489,Cujo,"27, 53",6.148
808806,地下鉄連続レイプ 制服狩り,18,1.0
1434053,Chica conoce a chico,"35, 10749",7.0
16127,Forbidden Zone,"10402, 35, 14",6.3
3558,"Girl, Interrupted",18,7.6
276126,젊은 엄마 2,"18, 10749",6.1
77950,Turbo,"16, 10751",6.23
819,Sleepers,"80, 18, 53",7.6
535581,The Dead Don't Die,"27, 35, 14",5.438
298094,我為卿狂,"10749, 18",5.0
59940,Zebra Lounge,53,4.3
696806,The Adam Project,"12, 878",7.023
4553,The Machinist,"53, 18",7.526
812037,L'été dernier,18,5.96
774752,The Guardians of the Galaxy Holiday Special,"35, 878, 12",7.118
918287,I Used to Be Funny,18,6.3
1491,The Illusionist,"14, 18, 53, 10749",7.294
938008,더 킬러: 죽어도 되는 아이,"28, 80, 53",7.7
109520,After Porn Ends,99,5.6
5503,The Fugitive,"28, 53, 18",7.5
249070,Hitman: Agent 47,"28, 80, 53",5.876
1191605,Una muerte silenciosa,"80, 18, 9648, 53",6.7
16871,Drag Me to Hell,"27, 53",6.441
195589,Neighbors,35,6.187
357096,I Spit on Your Grave III: Vengeance Is Mine,"27, 53",5.8
881,A Few Good Men,18,7.545
1700,Misery,"18, 53",7.75
1264429,Temurun,"27, 53",6.2
52520,Underworld: Awakening,"14, 28, 27",6.3
505292,어린 누나,10749,8.6
18491,新世紀エヴァンゲリオン劇場版 Air／まごころを、君に,"16, 878, 28, 18",8.279
2405,Joseph,"12, 18, 10770",8.2
10543,Fear,53,6.48
186,Lucky Number Slevin,"18, 53, 80, 9648",7.482
280092,Insidious: Chapter 3,"27, 53",6.274
1010161,The Clean Up Crew,"28, 80, 53",5.6
426,Vertigo,"9648, 10749, 53",8.16
1388694,Sebastian Fitzeks Der Heimweg,"80, 53",6.3
1139087,Once Upon a Studio,"16, 10751, 14, 35",8.282
452030,Cinderella's Hot Night,"14, 35",5.8
1326059,Pimpinero: Sangre y gasolina,"28, 80, 18",6.2
462,Erin Brockovich,18,7.436
375262,The Favourite,"18, 35, 53, 36",7.502
1029330,Someone Like You,"10749, 18",7.341
938,Per qualche dollaro in più,37,8.017
1646,Freedom Writers,"80, 18",7.92
1089,Point Break,"28, 53, 80",7.164
2019,Hard Target,"28, 12, 80, 53",6.444
941,Lethal Weapon,"12, 28, 35, 53, 80",7.285
418827,젊은 형부,18,5.6
1339772,Pengantin Setan,"27, 53",8.5
237,Young Adam,"18, 53, 80, 10749",5.9
342473,Ballerina,"16, 12, 35, 10751",7.194
899445,Deep Fear,"27, 53, 28, 9648",5.4
1212073,60 Minuten,"28, 12, 80, 18, 53",6.8
42819,The City of Your Final Destination,18,5.7
11220,墮落天使,"28, 10749, 80",7.68
13056,Punisher: War Zone,"28, 80",5.815
201088,Blackhat,"80, 53, 28",5.507
797,Persona,18,8.2
1309923,No negociable,"28, 53, 35, 18",6.1
1212205,Me contro Te: Il film - Operazione spie,"35, 12, 10751",5.0
10634,Friday,35,7.12
4133,Blow,"80, 18",7.363
1308546,Carved,"27, 35",5.028
9741,Unbreakable,"53, 18, 9648",7.142
8077,Alien³,"878, 28, 27",6.371
726759,Tetris,"53, 36, 18",7.676
323675,Ride Along 2,"28, 35",6.2
378236,The Emoji Movie,"16, 10751, 35",5.4
227156,The Giver,"18, 878",6.554
41513,The Smurfs,"16, 10751, 12, 35, 14",5.763
958196,Inside,"53, 18",5.624
11321,Seven Pounds,18,7.604
9598,Babe,"14, 18, 35, 10751",6.236
611598,सम्राट पृथ्वीराज,"28, 18, 36",6.9
357458,젊은엄마: 내 나이가 어때서,"35, 10749",5.4
872,Singin' in the Rain,"35, 10749",8.143
283378,Fallen,"18, 14, 10749",6.1
14069,時をかける少女,"14, 16, 18, 878",7.781
87421,Riddick,"878, 28, 53",6.3
11249,Seed of Chucky,"35, 27",5.5
911835,숙모,10749,8.0
781732,Animal,"28, 80, 18",6.25
1397854,Mica è Colpa Mia,"35, 10749",6.5
581,Dances with Wolves,"12, 18, 37",7.8
9489,You've Got Mail,"35, 10749",6.688
11690,Bloodsport,"28, 53, 18",7.0
9481,The Bone Collector,"18, 9648, 53, 80",6.794
1669,The Hunt for Red October,"28, 12, 53",7.38
655,"Paris, Texas",18,8.1
1109402,Její tělo,18,6.1
556694,Three Thousand Years of Longing,"18, 14, 10749",6.9
51608,아저씨,"28, 53, 80",7.7
631843,Old,"53, 9648, 27",6.331
50348,The Lincoln Lawyer,"80, 18, 53",7.201
9539,Martyrs,"27, 18, 53",7.315
3131,Gangs of New York,"18, 36, 80",7.318
9362,Tremors,"27, 28, 878, 35",6.909
927107,The Bricklayer,"28, 53",5.8
978024,Petites,18,6.6
458576,Monster Hunter,"28, 14, 12",6.562
456740,Hellboy,"14, 27, 28, 12",5.573
1447091,"Meet the Pickles: The Making of ""Win or Lose""",99,6.0
537061,Steven Universe: The Movie,"10770, 12, 16, 35, 14, 10402, 878, 28, 18",8.2
849869,길복순,"28, 18, 53, 80",6.8
11845,Intimacy,"10749, 18, 14",6.247
1498,Teenage Mutant Ninja Turtles,"878, 28, 12, 35, 10751",6.684
320956,The Cuckold,18,2.8
638974,Murder Mystery 2,"9648, 35, 80",6.426
1196656,Sugar Baby,10749,4.0
86834,Noah,"18, 12",5.67
9801,Bridget Jones: The Edge of Reason,"35, 10749",6.2
10014,A Nightmare on Elm Street Part 2: Freddy's Revenge,27,5.772
25,Jarhead,"18, 10752",6.67
1729,The Forbidden Kingdom,"28, 12, 14",6.61
11886,Robin Hood,"16, 10751, 12",7.301
228161,Home,"14, 35, 16, 878, 10751",6.79
542178,The French Dispatch,"18, 35",7.0
1262725,Milano,18,6.25
755566,Day Shift,"28, 14, 27, 35, 53",6.776
1017163,범죄도시 4,"28, 80, 18, 53, 35",6.8
4836,Layer Cake,"18, 53, 80",6.912
116711,Epic,"16, 12, 10751, 14",6.53
643215,Astérix & Obélix : L'Empire du Milieu,"10751, 35, 12",4.86
9355,Mad Max Beyond Thunderdome,"28, 12, 878",6.213
405817,젊은엄마 : 디 오리지널,"18, 10749",6.0
10771,The Tuxedo,"53, 28, 35, 878",5.722
11886,Robin Hood,"16, 10751, 12",7.301
532639,Pinocchio,"14, 12, 10751",6.3
474352,わるいおんな,18,2.0
239,Some Like It Hot,"35, 10749, 80",8.094
64348,女機械人,"28, 35, 80, 10749, 878, 53",5.8
118406,ROAD TO NINJA -NARUTO THE MOVIE-,"16, 14, 28",7.339
10137,Stuart Little,"10751, 14, 35, 12",6.062
11852,The Hot Chick,"35, 14",6.4
3597,I Know What You Did Last Summer,"27, 53, 9648",5.969
514999,Murder Mystery,"28, 35, 9648",6.269
132363,The Butler,18,7.336
359940,"Three Billboards Outside Ebbing, Missouri","80, 18",8.068
448119,Dolittle,"10751, 35, 14, 12",6.598
492188,Marriage Story,18,7.732
1096342,Beautiful Wedding,"10749, 35, 18",5.485
340666,Nocturnal Animals,"18, 53",7.423
12242,Mulan II,"16, 35, 10751, 28",6.5
11077,Problem Child,"35, 10751",6.1
429415,Extinction,"28, 18, 878, 53",6.033
337170,American Made,"35, 80, 18",6.886
991610,Invasie,"28, 18, 53",4.3
1584,School of Rock,"35, 10402",7.081
105814,孽欲追击档案之邪杀,27,5.4
1191605,Una muerte silenciosa,"80, 18, 9648, 53",6.7
505292,어린 누나,10749,8.6
1297860,Inheritance,53,6.0
445651,The Darkest Minds,"28, 12, 18",7.032
481084,The Addams Family,"10751, 16, 35, 14",6.6
938,Per qualche dollaro in più,37,8.0
476299,Ghostland,"27, 9648, 53",7.378
1738,Next,"28, 878, 53",6.099
785542,The Outrun,18,6.842
963780,The Wanderer,18,0.0
848187,Role Play,"28, 35, 10749",6.0
1255616,La Hierba del Diablo,27,4.5
15212,Species: The Awakening,"27, 878, 53",4.7
796185,Les Trois Mousquetaires : D'Artagnan,"12, 28, 18, 36",6.956
85877,蜜桃成熟時33D,"35, 878",5.7
8488,Hitch,"35, 18, 10749",6.566
9336,Police Academy,"35, 80",6.686
14624,The Ultimate Gift,"10749, 18, 10751",7.6
11918,Superhero Movie,"35, 28, 878",5.3
440617,가족의 재구성,"10749, 18",5.8
68882,Quelle strane occasioni,"10749, 35",5.5
369972,First Man,"36, 18",7.0
86834,Noah,"18, 12",5.67
567189,Tom Clancy's Without Remorse,"28, 53, 10752",6.97
872,Singin' in the Rain,"35, 10749",8.143
913290,Barbarian,"27, 9648",6.823
68728,Oz the Great and Powerful,"14, 12, 10751",5.924
501170,Doctor Sleep,"27, 53, 14",7.145
301518,Las Altas Presiones,18,6.9
185708,団鬼六　美女縄化粧,18,5.0
323260,鴨王,"10749, 18, 35",5.157
1382406,惊天大营救,"80, 28, 53",6.8
441701,Verónica,27,6.226
1017163,범죄도시 4,"28, 80, 18, 53, 35",6.8
1051891,Thelma,"28, 35, 12, 18",6.94
36643,The World Is Not Enough,"12, 28, 53",6.275
107745,साजन,"18, 10749",6.4
390062,Jungle,"12, 18, 53",6.6
214,Saw III,"27, 53, 80",6.403
37430,Conan the Barbarian,"12, 14, 28",5.305
1738,Next,"28, 878, 53",6.099
796499,Army of Thieves,"28, 80, 35",6.832
34584,Die unendliche Geschichte,"12, 14, 10751, 18",7.199
794,The Omen,"27, 53",7.408
384521,The Cloverfield Paradox,"27, 878, 53",5.616
79,英雄,"18, 12, 28, 36",7.499
1923,Twin Peaks: Fire Walk with Me,"18, 9648, 27",7.367
10802,Showgirls,18,5.56
1281826,One Fast Move,"28, 18, 10749",6.66
271185,Ask Me Anything,18,5.6
804,Roman Holiday,"10749, 35, 18",7.873
39513,Paul,"12, 35, 878",6.731
33602,Temple Grandin,"18, 36",7.8
49049,Dredd,"28, 878",6.84
14258,원더풀 데이즈,"16, 878",6.1
75268,Histórias Que Nossas Babás Não Contavam,"35, 14",5.6
698,Moonraker,"28, 12, 53, 878",6.166
1012148,Chapel,"9648, 53",5.5
4808,Charade,"35, 9648, 10749",7.675
10998,Fatal Attraction,"53, 18, 10749",6.8
1297860,Inheritance,53,6.0
9341,The Core,"878, 12, 53",5.814
407375,Sniper: Ghost Shooter,"28, 18, 10752",6.3
491480,The Boy Who Harnessed the Wind,"18, 36",7.9
187826,Bonitinha mas Ordinária,"18, 53",4.5
1378,Shortbus,"10749, 18, 35",6.3
532973,Hell House LLC II: The Abaddon Hotel,"27, 9648",5.6
357458,젊은엄마: 내 나이가 어때서,"35, 10749",5.4
75174,The Grey,"28, 12, 18, 53",6.565
435981,仮面の誘惑,"18, 27",4.3
110202,La casa de las mil muñecas,"80, 18, 9648",5.2
269955,인간중독,18,6.7
717728,Jeepers Creepers: Reborn,"27, 53, 9648",5.4
442062,Goosebumps 2: Haunted Halloween,"35, 14, 27",6.1
98008,Nerosubianco,"18, 35",5.0
340102,The New Mutants,"878, 27, 28",6.1
768744,僕のヒーローアカデミア THE MOVIE ワールド ヒーローズ ミッション,"16, 28, 12, 878",7.6
407375,Sniper: Ghost Shooter,"28, 18, 10752",6.3
41439,Saw 3D,"27, 80",6.0
664767,Mortal Kombat Legends: Scorpion's Revenge,"16, 28, 14",8.1
1247538,Azken erromantikoak,18,7.0
16871,Drag Me to Hell,"27, 53",6.441
1309923,No negociable,"28, 53, 35, 18",6.1
9798,Enemy of the State,"28, 18, 53",7.054
1160164,TAYLOR SWIFT | THE ERAS TOUR,10402,8.226
333381,Return to Sender,"18, 53",6.1
85350,Boyhood,18,7.5
1308546,Carved,"27, 35",5.028
431580,Abominable,"10751, 16, 12, 35",7.46
313297,Kubo and the Two Strings,"16, 12, 10751",7.632
631843,Old,"53, 9648, 27",6.331
46705,Blue Valentine,"18, 10749",6.9
715931,Emancipation,"18, 10752, 36",7.8
39876,レイプ25時 暴姦,"28, 80, 53",5.8
37137,The Naked Gun 2½: The Smell of Fear,"35, 80",6.794
185708,団鬼六　美女縄化粧,18,5.0
609,Poltergeist,27,7.1
776797,哭悲,"27, 53",6.8
9788,Accepted,35,6.402
1700,Misery,"18, 53",7.75
9772,Air Force One,"28, 53",6.478
11130,The Princess Diaries 2: Royal Engagement,"35, 18, 10751, 10749",6.698
51620,Death Race 2,"28, 53, 878",5.808
705861,Hustle,"18, 35",7.7
984249,Ruthless,"28, 53",6.6
978024,Petites,18,6.6
631316,KOYA 澄賢房覚え書,,0.0
848890,The Tomorrow War 2,"28, 878",0.0
1119106,劇場版 推しが武道館いってくれたら死ぬ,"18, 35",6.0
35019,Nanny McPhee and the Big Bang,"35, 14, 10751",6.293
97,Tron,"878, 28, 12",6.641
43593,Piranha 3D,"35, 27",5.407
927107,The Bricklayer,"28, 53",5.8
4148,Revolutionary Road,"18, 10749",6.988
974036,Ordinary Angels,18,7.78
593910,Cinderella,"14, 10749, 35",6.365
405817,젊은엄마 : 디 오리지널,"18, 10749",6.0
532639,Pinocchio,"14, 12, 10751",6.3
487616,Curiosa,"18, 36",5.928
9462,猛龍過江,"28, 80",7.371
603661,The Hating Game,"18, 35, 10749",7.3
75,Mars Attacks!,"35, 14, 878",6.4
1646,Freedom Writers,"80, 18",7.92
323260,鴨王,"10749, 18, 35",5.157
118406,ROAD TO NINJA -NARUTO THE MOVIE-,"16, 14, 28",7.339
834,Underworld: Evolution,"14, 28, 53",6.588
935,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,"35, 10752",8.117
14537,切腹,"28, 18, 36",8.408
514999,Murder Mystery,"28, 35, 9648",6.269
132363,The Butler,18,7.336
492188,Marriage Story,18,7.732
359940,"Three Billboards Outside Ebbing, Missouri","80, 18",8.068
17578,The Adventures of Tintin,"12, 16, 9648",6.899
1096342,Beautiful Wedding,"10749, 35, 18",5.485
195589,Neighbors,35,6.187
64686,47 Ronin,"18, 28, 14",6.186
864370,咒,27,6.8
56288,Spy Kids: All the Time in the World,"10751, 35, 28, 12, 18, 14, 878",4.7
457332,Hidden Strike,"28, 35, 53",6.93
77174,ParaNorman,"10751, 16, 12, 35",6.99
119283,Parker,"28, 80",6.055
961323,Nimona,"16, 10751, 28, 878, 12, 14, 18",7.9
504253,君の膵臓をたべたい,"16, 18, 10749",8.2
